

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Croatia",98,"SDG 6.4.2. Water Stress",4550,2012,1.47,"K","",""
"Croatia",98,"SDG 6.4.2. Water Stress",4550,2017,1.496,"K","",""
"Cuba",49,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,13.67,"I","",""
"Cuba",49,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,12.95,"I","",""
"Cuba",49,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2013,18.26,"I","",""
"Cuba",49,"SDG 6.4.2. Water Stress",4550,1995,17.93,"K","",""
"Cuba",49,"SDG 6.4.2. Water Stress",4550,2007,16.99,"K","",""
"Cuba",49,"SDG 6.4.2. Water Stress",4550,2013,23.94,"K","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,19.87,"I","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,22.69,"I","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,25.64,"I","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,28.59,"I","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1993,26.67,"I","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,21.88,"K","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,21.04,"K","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,32.73,"K","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,27.69,"I","",""
"Cyprus",50,"SDG 6.4.2. Water Stress",4550,1975,21.19,"K","",""
"Cyprus",50,"SDG 6.4.2. Water Stress",4550,1980,24.19,"K","",""
"Cyprus",50,"SDG 6.4.2. Water Stress",4550,1985,27.34,"K","",""
"Cyprus",50,"SDG 6.4.2. Water Stress",4550,1990,30.48,"K","",""
"Cyprus",50,"SDG 6.4.2. Water Stress",4550,1993,28.43,"K","",""
"Cyprus",50,"SDG 6.4.2. Water Stress",4550,2002,23.33,"K","",""
"Cyprus",50,"SDG 6.4.2. Water Stress",4550,2007,22.43,"K","",""
"Cyprus",50,"SDG 6.4.2. Water Stress",4550,2012,34.9,"K","",""
"Cyprus",50,"SDG 6.4.2. Water Stress",4550,2017,29.52,"K","",""
"Czechia",167,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,18.96,"K","",""
"Czechia",167,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,14.51,"K","",""
"Czechia",167,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.97,"K","",""
"Czechia",167,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,14.0,"K","",""
"Czechia",167,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,12.4,"I","",""
"Czechia",167,"SDG 6.4.2. Water Stress",4550,1997,37.91,"K","",""
"Czechia",167,"SDG 6.4.2. Water Stress",4550,2002,29.01,"K","",""
"Czechia",167,"SDG 6.4.2. Water Stress",4550,2007,29.94,"K","",""
"Czechia",167,"SDG 6.4.2. Water Stress",4550,2012,28.0,"K","",""
"Czechia",167,"SDG 6.4.2. Water Stress",4550,2017,24.79,"K","",""
"Democratic People's Republic of Korea",116,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,11.22,"I","",""
"Democratic People's Republic of Korea",116,"SDG 6.4.2. Water Stress",4550,2005,27.74,"K","",""
"Democratic Republic of the Congo",250,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.0455,"I","",""
"Democratic Republic of the Congo",250,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,0.0533,"I","",""
"Democratic Republic of the Congo",250,"SDG 6.4.2. Water Stress",4550,2000,0.1939,"K","",""
"Democratic Republic of the Congo",250,"SDG 6.4.2. Water Stress",4550,2005,0.2269,"K","",""
"Denmark",54,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1970,12.0,"K","",""
"Denmark",54,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,20.08,"K","",""
"Denmark",54,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,20.08,"K","",""
"Denmark",54,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,28.42,"K","",""
"Denmark",54,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,20.77,"K","",""
"Denmark",54,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,15.29,"K","",""
"Denmark",54,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,10.88,"K","",""
"Denmark",54,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,9.263,"K","",""
"Denmark",54,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,12.14,"K","",""
"Denmark",54,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,12.35,"I","",""
"Denmark",54,"SDG 6.4.2. Water Stress",4550,1970,19.47,"K","",""
"Denmark",54,"SDG 6.4.2. Water Stress",4550,1975,32.59,"K","",""
"Denmark",54,"SDG 6.4.2. Water Stress",4550,1980,32.59,"K","",""
"Denmark",54,"SDG 6.4.2. Water Stress",4550,1985,46.11,"K","",""
"Denmark",54,"SDG 6.4.2. Water Stress",4550,1990,33.69,"K","",""
"Denmark",54,"SDG 6.4.2. Water Stress",4550,1997,24.81,"K","",""
"Denmark",54,"SDG 6.4.2. Water Stress",4550,2002,17.66,"K","",""
"Denmark",54,"SDG 6.4.2. Water Stress",4550,2007,15.03,"K","",""
"Denmark",54,"SDG 6.4.2. Water Stress",4550,2012,19.7,"K","",""
"Denmark",54,"SDG 6.4.2. Water Stress",4550,2016,20.04,"K","",""
"Djibouti",72,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,2.667,"I","",""
"Djibouti",72,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,6.267,"I","",""
"Djibouti",72,"SDG 6.4.2. Water Stress",4550,1985,2.667,"I","",""
"Djibouti",72,"SDG 6.4.2. Water Stress",4550,2000,6.267,"I","",""
"Dominica",55,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,8.3,"I","",""
"Dominica",55,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,8.3,"I","",""
"Dominica",55,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2004,8.3,"I","",""
"Dominica",55,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,10.0,"I","",""
"Dominica",55,"SDG 6.4.2. Water Stress",4550,1996,8.3,"I","",""
"Dominica",55,"SDG 6.4.2. Water Stress",4550,2000,8.3,"I","",""
"Dominica",55,"SDG 6.4.2. Water Stress",4550,2004,8.3,"I","",""
"Dominica",55,"SDG 6.4.2. Water Stress",4550,2010,10.0,"I","",""
"Dominican Republic",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,20.7,"I","",""
"Dominican Republic",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,23.2,"I","",""
"Dominican Republic",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,30.37,"I","",""
"Dominican Republic",56,"SDG 6.4.2. Water Stress",4550,2000,26.96,"K","",""
"Dominican Republic",56,"SDG 6.4.2. Water Stress",4550,2005,30.21,"K","",""
"Dominican Republic",56,"SDG 6.4.2. Water Stress",4550,2010,39.55,"K","",""
"Ecuador",58,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,2.117,"I","",""
"Ecuador",58,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,2.241,"I","",""
"Ecuador",58,"SDG 6.4.2. Water Stress",4550,2000,6.407,"K","",""
"Ecuador",58,"SDG 6.4.2. Water Stress",4550,2005,6.782,"K","",""
"Egypt",59,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,83.83,"","",""
"Egypt",59,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,102.0,"I","",""
"Egypt",59,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,99.18,"I","",""
"Egypt",59,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,118.4,"","",""
"Egypt",59,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,112.0,"","",""
"Egypt",59,"SDG 6.4.2. Water Stress",4550,1975,87.8,"K","",""
"Egypt",59,"SDG 6.4.2. Water Stress",4550,1995,106.8,"K","",""
"Egypt",59,"SDG 6.4.2. Water Stress",4550,2000,103.9,"K","",""
"Egypt",59,"SDG 6.4.2. Water Stress",4550,2012,124.0,"K","",""
"Egypt",59,"SDG 6.4.2. Water Stress",4550,2017,117.3,"K","",""
"El Salvador",60,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,2.775,"I","",""
"El Salvador",60,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,5.238,"I","",""
"El Salvador",60,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,8.062,"","",""
"El Salvador",60,"SDG 6.4.2. Water Stress",4550,1992,4.547,"K","",""
"El Salvador",60,"SDG 6.4.2. Water Stress",4550,2000,8.584,"K","",""
"El Salvador",60,"SDG 6.4.2. Water Stress",4550,2005,13.21,"K","",""
"Equatorial Guinea",61,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.0385,"I","",""
"Equatorial Guinea",61,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.0669,"I","",""
"Equatorial Guinea",61,"SDG 6.4.2. Water Stress",4550,1987,0.0927,"K","",""
"Equatorial Guinea",61,"SDG 6.4.2. Water Stress",4550,2000,0.1613,"K","",""
"Eritrea",178,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,5.651,"I","",""
"Eritrea",178,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2004,7.956,"I","",""
"Eritrea",178,"SDG 6.4.2. Water Stress",4550,2000,7.938,"K","",""
"Eritrea",178,"SDG 6.4.2. Water Stress",4550,2004,11.18,"K","",""
"Estonia",63,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,20.53,"K","",""
"Estonia",63,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,10.6,"I","",""
"Estonia",63,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,11.03,"K","",""
"Estonia",63,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.32,"K","",""
"Estonia",63,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,12.73,"I","",""
"Estonia",63,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,13.93,"I","",""
"Estonia",63,"SDG 6.4.2. Water Stress",4550,1992,28.45,"K","",""
"Estonia",63,"SDG 6.4.2. Water Stress",4550,1995,14.69,"K","",""
"Estonia",63,"SDG 6.4.2. Water Stress",4550,2002,15.29,"K","",""
"Estonia",63,"SDG 6.4.2. Water Stress",4550,2007,19.84,"K","",""
"Estonia",63,"SDG 6.4.2. Water Stress",4550,2012,17.64,"K","",""
"Estonia",63,"SDG 6.4.2. Water Stress",4550,2017,19.3,"K","",""
"Eswatini",209,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,14.52,"","",""
"Eswatini",209,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,23.1,"I","",""
"Eswatini",209,"SDG 6.4.2. Water Stress",4550,1980,47.71,"K","",""
"Eswatini",209,"SDG 6.4.2. Water Stress",4550,2000,75.67,"K","",""
"Ethiopia",238,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,4.556,"I","",""
"Ethiopia",238,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,6.443,"I","",""
"Ethiopia",238,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,8.648,"K","",""
"Ethiopia",238,"SDG 6.4.2. Water Stress",4550,2002,17.0,"K","",""
"Ethiopia",238,"SDG 6.4.2. Water Stress",4550,2005,24.04,"K","",""
"Ethiopia",238,"SDG 6.4.2. Water Stress",4550,2016,32.26,"K","",""
"Fiji",66,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.1051,"K","",""
"Fiji",66,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.2862,"K","",""
"Fiji",66,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,0.2974,"K","",""
"Fiji",66,"SDG 6.4.2. Water Stress",4550,1987,0.1051,"K","",""
"Fiji",66,"SDG 6.4.2. Water Stress",4550,2000,0.2862,"K","",""
"Fiji",66,"SDG 6.4.2. Water Stress",4550,2005,0.2974,"K","",""
"Finland",67,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1970,3.0,"K","",""
"Finland",67,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,3.227,"K","",""
"Finland",67,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,3.364,"K","",""
"Finland",67,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,3.636,"K","",""
"Finland",67,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,2.134,"K","",""
"Finland",67,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,2.351,"K","",""
"Finland",67,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1999,2.116,"K","",""
"Finland",67,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,5.965,"K","",""
"Finland",67,"SDG 6.4.2. Water Stress",4550,1970,7.825,"K","",""
"Finland",67,"SDG 6.4.2. Water Stress",4550,1975,8.418,"K","",""
"Finland",67,"SDG 6.4.2. Water Stress",4550,1980,8.774,"K","",""
"Finland",67,"SDG 6.4.2. Water Stress",4550,1985,9.485,"K","",""
"Finland",67,"SDG 6.4.2. Water Stress",4550,1990,5.566,"K","",""
"Finland",67,"SDG 6.4.2. Water Stress",4550,1995,6.132,"K","",""
"Finland",67,"SDG 6.4.2. Water Stress",4550,1999,5.521,"K","",""
"Finland",67,"SDG 6.4.2. Water Stress",4550,2006,15.56,"K","",""
"France",68,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,14.67,"K","",""
"France",68,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,16.53,"K","",""
"France",68,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,18.58,"K","",""
"France",68,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,14.37,"K","",""
"France",68,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,15.34,"K","",""
"France",68,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.69,"K","",""
"France",68,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,13.1,"I","",""
"France",68,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,12.53,"I","",""
"France",68,"SDG 6.4.2. Water Stress",4550,1980,27.1,"K","",""
"France",68,"SDG 6.4.2. Water Stress",4550,1985,30.53,"K","",""
"France",68,"SDG 6.4.2. Water Stress",4550,1992,34.33,"K","",""
"France",68,"SDG 6.4.2. Water Stress",4550,1997,26.55,"K","",""
"France",68,"SDG 6.4.2. Water Stress",4550,2002,28.33,"K","",""
"France",68,"SDG 6.4.2. Water Stress",4550,2007,27.13,"K","",""
"France",68,"SDG 6.4.2. Water Stress",4550,2012,24.2,"K","",""
"France",68,"SDG 6.4.2. Water Stress",4550,2016,23.15,"K","",""
"Gabon",74,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.0361,"I","",""
"Gabon",74,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.0725,"I","",""
"Gabon",74,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,0.0838,"I","",""
"Gabon",74,"SDG 6.4.2. Water Stress",4550,1987,0.2166,"K","",""
"Gabon",74,"SDG 6.4.2. Water Stress",4550,2000,0.4343,"K","",""
"Gabon",74,"SDG 6.4.2. Water Stress",4550,2005,0.5022,"K","",""
"Gambia",75,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1982,0.25,"I","",""
"Gambia",75,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,1.131,"I","",""
"Gambia",75,"SDG 6.4.2. Water Stress",4550,1982,0.435,"K","",""
"Gambia",75,"SDG 6.4.2. Water Stress",4550,2000,1.968,"K","",""
"Georgia",73,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,2.863,"I","",""
"Georgia",73,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2008,2.879,"I","",""
"Georgia",73,"SDG 6.4.2. Water Stress",4550,2005,5.906,"K","",""
"Georgia",73,"SDG 6.4.2. Water Stress",4550,2008,5.938,"K","",""
"Germany",79,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1991,30.05,"K","",""
"Germany",79,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,29.35,"I","",""
"Germany",79,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,25.4,"K","",""
"Germany",79,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,20.95,"I","",""
"Germany",79,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,21.42,"I","",""
"Germany",79,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,15.87,"K","",""
"Germany",79,"SDG 6.4.2. Water Stress",4550,1991,63.42,"K","",""
"Germany",79,"SDG 6.4.2. Water Stress",4550,1995,61.95,"K","",""
"Germany",79,"SDG 6.4.2. Water Stress",4550,2001,53.6,"K","",""
"Germany",79,"SDG 6.4.2. Water Stress",4550,2007,44.22,"K","",""
"Germany",79,"SDG 6.4.2. Water Stress",4550,2010,45.22,"K","",""
"Germany",79,"SDG 6.4.2. Water Stress",4550,2016,33.5,"K","",""
"Ghana",81,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1970,0.5338,"I","",""
"Ghana",81,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,1.747,"I","",""
"Ghana",81,"SDG 6.4.2. Water Stress",4550,1970,1.308,"K","",""
"Ghana",81,"SDG 6.4.2. Water Stress",4550,2000,4.281,"K","",""
"Greece",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1970,6.219,"K","",""
"Greece",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,6.251,"K","",""
"Greece",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,7.354,"K","",""
"Greece",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,8.02,"K","",""
"Greece",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,11.74,"K","",""
"Greece",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,12.7,"K","",""
"Greece",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,13.49,"K","",""
"Greece",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.02,"K","",""
"Greece",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,14.52,"K","",""
"Greece",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,16.43,"K","",""
"Greece",84,"SDG 6.4.2. Water Stress",4550,1970,8.606,"K","",""
"Greece",84,"SDG 6.4.2. Water Stress",4550,1975,8.651,"K","",""
"Greece",84,"SDG 6.4.2. Water Stress",4550,1980,10.18,"K","",""
"Greece",84,"SDG 6.4.2. Water Stress",4550,1985,11.1,"K","",""
"Greece",84,"SDG 6.4.2. Water Stress",4550,1992,16.24,"K","",""
"Greece",84,"SDG 6.4.2. Water Stress",4550,1997,17.57,"K","",""
"Greece",84,"SDG 6.4.2. Water Stress",4550,2002,18.66,"K","",""
"Greece",84,"SDG 6.4.2. Water Stress",4550,2007,19.41,"K","",""
"Greece",84,"SDG 6.4.2. Water Stress",4550,2012,20.1,"K","",""
"Greece",84,"SDG 6.4.2. Water Stress",4550,2016,22.74,"K","",""
"Grenada",86,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,5.0,"I","",""
"Grenada",86,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2014,7.05,"I","",""
"Grenada",86,"SDG 6.4.2. Water Stress",4550,2005,5.0,"I","",""
"Grenada",86,"SDG 6.4.2. Water Stress",4550,2014,7.05,"I","",""
"Guatemala",89,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,2.599,"","",""
"Guatemala",89,"SDG 6.4.2. Water Stress",4550,2006,5.743,"K","",""
"Guinea",90,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.3274,"I","",""
"Guinea",90,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,0.2448,"I","",""
"Guinea",90,"SDG 6.4.2. Water Stress",4550,1987,1.138,"K","",""
"Guinea",90,"SDG 6.4.2. Water Stress",4550,2001,0.8512,"K","",""
"Guinea-Bissau",175,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1991,0.0529,"I","",""
"Guinea-Bissau",175,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,0.5573,"I","",""
"Guinea-Bissau",175,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.5573,"I","",""
"Guinea-Bissau",175,"SDG 6.4.2. Water Stress",4550,1991,0.1419,"K","",""
"Guinea-Bissau",175,"SDG 6.4.2. Water Stress",4550,1996,1.496,"K","",""
"Guinea-Bissau",175,"SDG 6.4.2. Water Stress",4550,2000,1.496,"K","",""
"Guyana",91,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,0.5387,"","",""
"Guyana",91,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.6052,"I","",""
"Guyana",91,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,0.5332,"I","",""
"Guyana",91,"SDG 6.4.2. Water Stress",4550,1992,3.333,"K","",""
"Guyana",91,"SDG 6.4.2. Water Stress",4550,2000,3.744,"K","",""
"Guyana",91,"SDG 6.4.2. Water Stress",4550,2010,3.299,"K","",""
"Haiti",93,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1991,7.5,"","",""
"Haiti",93,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,9.159,"","",""
"Haiti",93,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2009,10.33,"I","",""
"Haiti",93,"SDG 6.4.2. Water Stress",4550,1991,9.038,"K","",""
"Haiti",93,"SDG 6.4.2. Water Stress",4550,1995,11.85,"K","",""
"Haiti",93,"SDG 6.4.2. Water Stress",4550,2009,13.37,"K","",""
"Honduras",95,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2003,1.744,"","",""
"Honduras",95,"SDG 6.4.2. Water Stress",4550,2003,4.622,"K","",""
"Hungary",97,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1970,2.865,"K","",""
"Hungary",97,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,3.812,"K","",""
"Hungary",97,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,4.62,"K","",""
"Hungary",97,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,6.107,"I","",""
"Hungary",97,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,6.862,"K","",""
"Hungary",97,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,5.779,"K","",""
"Hungary",97,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,5.5,"K","",""
"Hungary",97,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,5.369,"K","",""
"Hungary",97,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,4.857,"K","",""
"Hungary",97,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,4.326,"K","",""
"Hungary",97,"SDG 6.4.2. Water Stress",4550,1970,5.147,"K","",""
"Hungary",97,"SDG 6.4.2. Water Stress",4550,1975,6.848,"K","",""
"Hungary",97,"SDG 6.4.2. Water Stress",4550,1980,8.299,"K","",""
"Hungary",97,"SDG 6.4.2. Water Stress",4550,1985,10.97,"K","",""
"Hungary",97,"SDG 6.4.2. Water Stress",4550,1992,12.33,"K","",""
"Hungary",97,"SDG 6.4.2. Water Stress",4550,1996,10.38,"K","",""
"Hungary",97,"SDG 6.4.2. Water Stress",4550,2002,9.879,"K","",""
"Hungary",97,"SDG 6.4.2. Water Stress",4550,2007,9.644,"K","",""
"Hungary",97,"SDG 6.4.2. Water Stress",4550,2012,8.724,"K","",""
"Hungary",97,"SDG 6.4.2. Water Stress",4550,2017,7.77,"K","",""
"Iceland",99,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,0.0635,"K","",""
"Iceland",99,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,0.0659,"K","",""
"Iceland",99,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,0.0982,"K","",""
"Iceland",99,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.0971,"K","",""
"Iceland",99,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2004,0.0971,"K","",""
"Iceland",99,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.1729,"","",""
"Iceland",99,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,0.1529,"","",""
"Iceland",99,"SDG 6.4.2. Water Stress",4550,1980,0.1468,"K","",""
"Iceland",99,"SDG 6.4.2. Water Stress",4550,1985,0.1522,"K","",""
"Iceland",99,"SDG 6.4.2. Water Stress",4550,1992,0.2269,"K","",""
"Iceland",99,"SDG 6.4.2. Water Stress",4550,2002,0.2242,"K","",""
"Iceland",99,"SDG 6.4.2. Water Stress",4550,2004,0.2242,"K","",""
"Iceland",99,"SDG 6.4.2. Water Stress",4550,2012,0.3995,"K","",""
"Iceland",99,"SDG 6.4.2. Water Stress",4550,2016,0.3533,"K","",""
"India",100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,19.88,"I","",""
"India",100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,22.94,"I","",""
"India",100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1986,26.03,"I","",""
"India",100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,26.16,"I","",""
"India",100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,31.94,"I","",""
"India",100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,33.88,"I","",""
"India",100,"SDG 6.4.2. Water Stress",4550,1975,39.02,"K","",""
"India",100,"SDG 6.4.2. Water Stress",4550,1980,45.0,"K","",""
"India",100,"SDG 6.4.2. Water Stress",4550,1986,51.07,"K","",""
"India",100,"SDG 6.4.2. Water Stress",4550,1990,51.34,"K","",""
