

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Belgium",255,"Municipal water withdrawal",4251,1997,0.874,"E","",""
"Belgium",255,"Municipal water withdrawal",4251,2002,0.7358,"E","",""
"Belgium",255,"Municipal water withdrawal",4251,2007,0.7304,"E","",""
"Belgium",255,"Municipal water withdrawal",4251,2012,0.725,"E","",""
"Belgium",255,"Municipal water withdrawal",4251,2015,0.739,"E","",""
"Bosnia and Herzegovina",80,"Municipal water withdrawal",4251,2002,0.3556,"","",""
"Bosnia and Herzegovina",80,"Municipal water withdrawal",4251,2007,0.3504,"","",""
"Bosnia and Herzegovina",80,"Municipal water withdrawal",4251,2012,0.3593,"","",""
"Bosnia and Herzegovina",80,"Municipal water withdrawal",4251,2017,0.3608,"","",""
"Bulgaria",27,"Municipal water withdrawal",4251,1988,0.417,"","",""
"Bulgaria",27,"Municipal water withdrawal",4251,2002,1.07,"E","",""
"Bulgaria",27,"Municipal water withdrawal",4251,2012,0.9338,"E","",""
"Bulgaria",27,"Municipal water withdrawal",4251,2017,0.882,"E","",""
"Croatia",98,"Municipal water withdrawal",4251,1997,0.5309,"","",""
"Croatia",98,"Municipal water withdrawal",4251,2002,0.5048,"","",""
"Croatia",98,"Municipal water withdrawal",4251,2007,0.5259,"","",""
"Croatia",98,"Municipal water withdrawal",4251,2012,0.513,"E","",""
"Croatia",98,"Municipal water withdrawal",4251,2017,0.455,"E","",""
"Cyprus",50,"Municipal water withdrawal",4251,1990,0.055,"","",""
"Cyprus",50,"Municipal water withdrawal",4251,1993,0.05,"","",""
"Cyprus",50,"Municipal water withdrawal",4251,2002,0.0461,"E","",""
"Cyprus",50,"Municipal water withdrawal",4251,2007,0.0656,"E","",""
"Cyprus",50,"Municipal water withdrawal",4251,2012,0.0788,"E","",""
"Cyprus",50,"Municipal water withdrawal",4251,2017,0.11,"","",""
"Czechia",167,"Municipal water withdrawal",4251,1997,0.9585,"E","",""
"Czechia",167,"Municipal water withdrawal",4251,2012,0.6371,"E","",""
"Czechia",167,"Municipal water withdrawal",4251,2017,0.6166,"","",""
"Denmark",54,"Municipal water withdrawal",4251,1990,0.571,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,2002,0.4408,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,2007,0.411,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,2012,0.4012,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,2016,0.3815,"","",""
"Estonia",63,"Municipal water withdrawal",4251,1995,0.088,"","",""
"Estonia",63,"Municipal water withdrawal",4251,2000,0.0852,"E","",""
"Estonia",63,"Municipal water withdrawal",4251,2012,0.061,"","",""
"Estonia",63,"Municipal water withdrawal",4251,2017,0.0594,"","",""
"Finland",67,"Municipal water withdrawal",4251,1990,0.424,"E","",""
"Finland",67,"Municipal water withdrawal",4251,1995,0.412,"E","[104]",""
"Finland",67,"Municipal water withdrawal",4251,2002,0.404,"E","",""
"Finland",67,"Municipal water withdrawal",4251,2006,0.4094,"E","",""
"Finland",67,"Municipal water withdrawal",4251,2011,0.4,"E","[105]",""
"Finland",67,"Municipal water withdrawal",4251,2017,0.4,"","",""
"France",68,"Municipal water withdrawal",4251,1992,5.982,"E","",""
"France",68,"Municipal water withdrawal",4251,1997,5.89,"E","",""
"France",68,"Municipal water withdrawal",4251,2002,5.966,"E","",""
"France",68,"Municipal water withdrawal",4251,2007,5.683,"E","",""
"France",68,"Municipal water withdrawal",4251,2012,5.38,"","",""
"France",68,"Municipal water withdrawal",4251,2016,5.175,"","[106]",""
"Germany",79,"Municipal water withdrawal",4251,1995,5.8,"","[107]",""
"Germany",79,"Municipal water withdrawal",4251,2001,5.409,"E","",""
"Germany",79,"Municipal water withdrawal",4251,2016,4.388,"","",""
"Greece",84,"Municipal water withdrawal",4251,1997,0.8614,"E","",""
"Greece",84,"Municipal water withdrawal",4251,2007,0.8462,"E","",""
"Greece",84,"Municipal water withdrawal",4251,2012,1.526,"I","",""
"Greece",84,"Municipal water withdrawal",4251,2016,1.991,"I","",""
"Hungary",97,"Municipal water withdrawal",4251,1992,0.9841,"E","",""
"Hungary",97,"Municipal water withdrawal",4251,1996,0.8288,"E","",""
"Hungary",97,"Municipal water withdrawal",4251,2002,0.8311,"E","",""
"Hungary",97,"Municipal water withdrawal",4251,2007,0.793,"E","",""
"Hungary",97,"Municipal water withdrawal",4251,2012,0.716,"E","",""
"Hungary",97,"Municipal water withdrawal",4251,2017,0.6245,"","",""
"Iceland",99,"Municipal water withdrawal",4251,1992,0.087,"E","",""
"Iceland",99,"Municipal water withdrawal",4251,2002,0.081,"E","",""
"Iceland",99,"Municipal water withdrawal",4251,2004,0.081,"E","",""
"Iceland",99,"Municipal water withdrawal",4251,2012,0.094,"","",""
"Iceland",99,"Municipal water withdrawal",4251,2016,0.08,"","",""
"Ireland",104,"Municipal water withdrawal",4251,1994,0.47,"E","",""
"Ireland",104,"Municipal water withdrawal",4251,2002,0.58,"E","",""
"Ireland",104,"Municipal water withdrawal",4251,2007,0.679,"E","",""
"Ireland",104,"Municipal water withdrawal",4251,2012,0.628,"E","[108]",""
"Ireland",104,"Municipal water withdrawal",4251,2016,0.631,"","",""
"Italy",106,"Municipal water withdrawal",4251,1990,6.5,"","",""
"Italy",106,"Municipal water withdrawal",4251,1999,9.111,"E","",""
"Italy",106,"Municipal water withdrawal",4251,2005,8.942,"E","",""
"Italy",106,"Municipal water withdrawal",4251,2012,9.451,"E","",""
"Italy",106,"Municipal water withdrawal",4251,2015,9.488,"","",""
"Latvia",119,"Municipal water withdrawal",4251,2007,0.125,"E","",""
"Latvia",119,"Municipal water withdrawal",4251,2012,0.1631,"E","",""
"Latvia",119,"Municipal water withdrawal",4251,2017,0.0944,"","",""
"Liechtenstein",125,"Municipal water withdrawal",4251,2017,0.0079,"","",""
"Lithuania",126,"Municipal water withdrawal",4251,1995,0.205,"","",""
"Lithuania",126,"Municipal water withdrawal",4251,2001,0.172,"E","",""
"Lithuania",126,"Municipal water withdrawal",4251,2017,0.1304,"","",""
"Luxembourg",256,"Municipal water withdrawal",4251,1989,0.0561,"E","",""
"Luxembourg",256,"Municipal water withdrawal",4251,1995,0.042,"E","",""
"Luxembourg",256,"Municipal water withdrawal",4251,1999,0.0461,"E","",""
"Luxembourg",256,"Municipal water withdrawal",4251,2012,0.0406,"E","[109]",""
"Luxembourg",256,"Municipal water withdrawal",4251,2017,0.0436,"","",""
"Malta",134,"Municipal water withdrawal",4251,1995,0.049,"","",""
"Malta",134,"Municipal water withdrawal",4251,2002,0.0344,"I","",""
"Malta",134,"Municipal water withdrawal",4251,2003,0.0344,"","",""
"Malta",134,"Municipal water withdrawal",4251,2012,0.015,"I","",""
"Malta",134,"Municipal water withdrawal",4251,2017,0.0374,"","",""
"Monaco",140,"Municipal water withdrawal",4251,1990,0.0067,"E","",""
"Monaco",140,"Municipal water withdrawal",4251,1997,0.006,"E","",""
"Monaco",140,"Municipal water withdrawal",4251,2002,0.0058,"E","",""
"Monaco",140,"Municipal water withdrawal",4251,2007,0.0055,"E","",""
"Monaco",140,"Municipal water withdrawal",4251,2009,0.005,"E","",""
"Montenegro",273,"Municipal water withdrawal",4251,2008,0.0964,"E","",""
"Netherlands",150,"Municipal water withdrawal",4251,1991,1.28,"E","",""
"Netherlands",150,"Municipal water withdrawal",4251,1996,1.267,"E","",""
"Netherlands",150,"Municipal water withdrawal",4251,2001,1.303,"E","",""
"Netherlands",150,"Municipal water withdrawal",4251,2007,1.248,"E","",""
"Netherlands",150,"Municipal water withdrawal",4251,2012,1.217,"E","",""
"Netherlands",150,"Municipal water withdrawal",4251,2016,1.26,"","",""
"North Macedonia",154,"Municipal water withdrawal",4251,1996,0.215,"","",""
"North Macedonia",154,"Municipal water withdrawal",4251,2002,0.2121,"E","",""
"North Macedonia",154,"Municipal water withdrawal",4251,2007,0.2264,"E","",""
"North Macedonia",154,"Municipal water withdrawal",4251,2017,0.2775,"","",""
"Norway",162,"Municipal water withdrawal",4251,1990,0.75,"E","",""
"Norway",162,"Municipal water withdrawal",4251,1996,0.781,"E","[110]",""
"Norway",162,"Municipal water withdrawal",4251,2002,0.808,"E","",""
"Norway",162,"Municipal water withdrawal",4251,2007,0.9482,"E","",""
"Norway",162,"Municipal water withdrawal",4251,2012,0.816,"E","",""
"Norway",162,"Municipal water withdrawal",4251,2017,0.7753,"E","",""
"Poland",173,"Municipal water withdrawal",4251,1992,2.84,"E","[111]",""
"Poland",173,"Municipal water withdrawal",4251,1997,2.292,"E","[112]",""
"Poland",173,"Municipal water withdrawal",4251,2012,2.031,"E","",""
"Poland",173,"Municipal water withdrawal",4251,2017,2.028,"","",""
"Portugal",174,"Municipal water withdrawal",4251,1991,0.4,"E","",""
"Portugal",174,"Municipal water withdrawal",4251,1998,0.872,"E","[113]",""
"Portugal",174,"Municipal water withdrawal",4251,2007,0.9763,"E","",""
"Portugal",174,"Municipal water withdrawal",4251,2012,0.9105,"E","",""
"Portugal",174,"Municipal water withdrawal",4251,2017,0.9141,"","",""
"Republic of Moldova",146,"Municipal water withdrawal",4251,1992,0.269,"","",""
"Republic of Moldova",146,"Municipal water withdrawal",4251,2000,0.164,"L","",""
"Republic of Moldova",146,"Municipal water withdrawal",4251,2005,0.146,"L","",""
"Republic of Moldova",146,"Municipal water withdrawal",4251,2017,0.148,"","",""
"Romania",183,"Municipal water withdrawal",4251,1990,2.25,"","",""
"Romania",183,"Municipal water withdrawal",4251,1997,2.05,"","",""
"Romania",183,"Municipal water withdrawal",4251,2002,1.86,"","",""
"Romania",183,"Municipal water withdrawal",4251,2006,1.06,"","",""
"Romania",183,"Municipal water withdrawal",4251,2012,1.053,"E","",""
"Romania",183,"Municipal water withdrawal",4251,2017,1.048,"","",""
"Russian Federation",185,"Municipal water withdrawal",4251,1994,14.3,"","",""
"Russian Federation",185,"Municipal water withdrawal",4251,2001,13.4,"","",""
"Russian Federation",185,"Municipal water withdrawal",4251,2017,17.71,"","",""
"Serbia",272,"Municipal water withdrawal",4251,2012,0.6812,"E","",""
"Serbia",272,"Municipal water withdrawal",4251,2017,0.6595,"","",""
"Slovakia",199,"Municipal water withdrawal",4251,1997,0.482,"E","",""
"Slovakia",199,"Municipal water withdrawal",4251,2002,0.4159,"E","",""
"Slovakia",199,"Municipal water withdrawal",4251,2007,0.3585,"E","",""
"Slovakia",199,"Municipal water withdrawal",4251,2012,0.3058,"E","",""
"Slovakia",199,"Municipal water withdrawal",4251,2017,0.2935,"","",""
"Slovenia",198,"Municipal water withdrawal",4251,1992,0.2593,"E","",""
"Slovenia",198,"Municipal water withdrawal",4251,1997,0.2536,"E","",""
"Slovenia",198,"Municipal water withdrawal",4251,2002,0.1871,"E","",""
"Slovenia",198,"Municipal water withdrawal",4251,2007,0.1674,"E","",""
"Slovenia",198,"Municipal water withdrawal",4251,2012,0.1617,"E","",""
"Slovenia",198,"Municipal water withdrawal",4251,2017,0.1695,"","",""
"Spain",203,"Municipal water withdrawal",4251,1991,6.8,"E","",""
"Spain",203,"Municipal water withdrawal",4251,1997,4.509,"E","",""
"Spain",203,"Municipal water withdrawal",4251,2002,5.448,"E","",""
"Spain",203,"Municipal water withdrawal",4251,2007,5.898,"E","",""
"Spain",203,"Municipal water withdrawal",4251,2012,4.599,"E","",""
"Spain",203,"Municipal water withdrawal",4251,2016,4.89,"","",""
"Sweden",210,"Municipal water withdrawal",4251,1992,1.016,"E","",""
"Sweden",210,"Municipal water withdrawal",4251,1997,1.052,"E","",""
"Sweden",210,"Municipal water withdrawal",4251,2002,1.038,"E","",""
"Sweden",210,"Municipal water withdrawal",4251,2007,1.0,"E","",""
"Sweden",210,"Municipal water withdrawal",4251,2010,1.019,"E","",""
"Sweden",210,"Municipal water withdrawal",4251,2015,0.955,"","",""
"Switzerland",211,"Municipal water withdrawal",4251,1992,1.192,"E","",""
"Switzerland",211,"Municipal water withdrawal",4251,1997,1.056,"E","",""
"Switzerland",211,"Municipal water withdrawal",4251,2002,1.069,"E","",""
"Switzerland",211,"Municipal water withdrawal",4251,2006,0.981,"E","",""
"Switzerland",211,"Municipal water withdrawal",4251,2012,1.202,"E","",""
"Switzerland",211,"Municipal water withdrawal",4251,2017,0.931,"","",""
"Ukraine",230,"Municipal water withdrawal",4251,1992,4.637,"","",""
"Ukraine",230,"Municipal water withdrawal",4251,2000,3.311,"I","",""
"Ukraine",230,"Municipal water withdrawal",4251,2005,3.318,"I","",""
"Ukraine",230,"Municipal water withdrawal",4251,2010,3.266,"I","",""
"Ukraine",230,"Municipal water withdrawal",4251,2017,2.397,"","",""
"United Kingdom",229,"Municipal water withdrawal",4251,2002,7.312,"E","",""
"United Kingdom",229,"Municipal water withdrawal",4251,2007,5.99,"E","",""
"United Kingdom",229,"Municipal water withdrawal",4251,2012,5.828,"E","",""
"United Kingdom",229,"Municipal water withdrawal",4251,2016,6.227,"","",""
"Albania",3,"Total water withdrawal",4253,1990,1.2,"","",""
"Albania",3,"Total water withdrawal",4253,2000,1.838,"L","",""
"Albania",3,"Total water withdrawal",4253,2006,1.311,"L","",""
"Austria",11,"Total water withdrawal",4253,1990,3.807,"E","",""
"Austria",11,"Total water withdrawal",4253,1997,3.644,"E","",""
"Austria",11,"Total water withdrawal",4253,2002,3.668,"E","",""
"Austria",11,"Total water withdrawal",4253,2010,3.492,"E","",""
"Belarus",57,"Total water withdrawal",4253,1995,1.98,"","",""
"Belarus",57,"Total water withdrawal",4253,2000,1.837,"","",""
"Belarus",57,"Total water withdrawal",4253,2005,1.706,"","",""
"Belarus",57,"Total water withdrawal",4253,2010,1.548,"","",""
"Belarus",57,"Total water withdrawal",4253,2017,1.397,"","",""
"Belgium",255,"Total water withdrawal",4253,1997,7.69,"E","",""
"Belgium",255,"Total water withdrawal",4253,2002,6.738,"E","",""
"Belgium",255,"Total water withdrawal",4253,2007,6.217,"E","",""
"Belgium",255,"Total water withdrawal",4253,2012,6.017,"E","",""
"Belgium",255,"Total water withdrawal",4253,2015,3.994,"K","",""
"Bulgaria",27,"Total water withdrawal",4253,1990,7.494,"K","",""
"Bulgaria",27,"Total water withdrawal",4253,2002,6.589,"E","",""
"Bulgaria",27,"Total water withdrawal",4253,2007,6.202,"E","",""
"Bulgaria",27,"Total water withdrawal",4253,2012,5.715,"E","",""
"Bulgaria",27,"Total water withdrawal",4253,2017,5.659,"K","",""
"Croatia",98,"Total water withdrawal",4253,2002,0.5735,"K","",""
"Croatia",98,"Total water withdrawal",4253,2012,0.6693,"K","",""
"Croatia",98,"Total water withdrawal",4253,2017,0.715,"K","",""
"Cyprus",50,"Total water withdrawal",4253,1990,0.226,"","",""
"Cyprus",50,"Total water withdrawal",4253,1993,0.211,"","",""
"Cyprus",50,"Total water withdrawal",4253,2002,0.2102,"K","",""
"Cyprus",50,"Total water withdrawal",4253,2007,0.2166,"K","",""
"Cyprus",50,"Total water withdrawal",4253,2012,0.2558,"K","",""
"Cyprus",50,"Total water withdrawal",4253,2017,0.311,"I","",""
"Czechia",167,"Total water withdrawal",4253,1997,2.493,"E","",""
"Czechia",167,"Total water withdrawal",4253,2002,1.908,"E","",""
"Czechia",167,"Total water withdrawal",4253,2007,1.969,"E","",""
"Czechia",167,"Total water withdrawal",4253,2012,1.841,"E","",""
"Czechia",167,"Total water withdrawal",4253,2017,1.63,"","",""
"Denmark",54,"Total water withdrawal",4253,1990,1.261,"E","",""
"Denmark",54,"Total water withdrawal",4253,1997,0.9325,"E","",""
"Denmark",54,"Total water withdrawal",4253,2002,0.6679,"E","",""
"Denmark",54,"Total water withdrawal",4253,2007,0.5708,"E","",""
"Denmark",54,"Total water withdrawal",4253,2012,0.7285,"K","",""
"Denmark",54,"Total water withdrawal",4253,2016,0.7411,"","",""
"Estonia",63,"Total water withdrawal",4253,1992,2.63,"E","",""
"Estonia",63,"Total water withdrawal",4253,1995,1.358,"","",""
"Estonia",63,"Total water withdrawal",4253,2002,1.413,"E","",""
"Estonia",63,"Total water withdrawal",4253,2007,1.834,"E","",""
"Estonia",63,"Total water withdrawal",4253,2012,1.631,"","",""
"Estonia",63,"Total water withdrawal",4253,2017,1.785,"","",""
"Finland",67,"Total water withdrawal",4253,1990,2.347,"E","",""
"Finland",67,"Total water withdrawal",4253,1995,2.586,"E","",""
"Finland",67,"Total water withdrawal",4253,1999,2.328,"E","",""
"Finland",67,"Total water withdrawal",4253,2006,6.562,"E","",""
"France",68,"Total water withdrawal",4253,1992,39.22,"E","",""
"France",68,"Total water withdrawal",4253,1997,30.34,"E","",""
"France",68,"Total water withdrawal",4253,2002,32.37,"E","",""
"France",68,"Total water withdrawal",4253,2007,31.41,"E","",""
"France",68,"Total water withdrawal",4253,2012,28.06,"","",""
"France",68,"Total water withdrawal",4253,2016,26.44,"","",""
"Germany",79,"Total water withdrawal",4253,1991,46.27,"E","",""
"Germany",79,"Total water withdrawal",4253,1995,45.2,"","",""
"Germany",79,"Total water withdrawal",4253,2001,39.15,"E","",""
"Germany",79,"Total water withdrawal",4253,2007,32.3,"E","",""
"Germany",79,"Total water withdrawal",4253,2010,33.04,"E","",""
"Germany",79,"Total water withdrawal",4253,2016,24.44,"K","",""
"Greece",84,"Total water withdrawal",4253,1992,8.038,"E","",""
"Greece",84,"Total water withdrawal",4253,1997,8.695,"E","",""
"Greece",84,"Total water withdrawal",4253,2002,9.259,"E","",""
"Greece",84,"Total water withdrawal",4253,2007,9.63,"K","",""
"Greece",84,"Total water withdrawal",4253,2012,9.935,"K","",""
"Greece",84,"Total water withdrawal",4253,2016,11.24,"K","",""
"Hungary",97,"Total water withdrawal",4253,1992,7.137,"E","",""
"Hungary",97,"Total water withdrawal",4253,1996,6.01,"E","",""
"Hungary",97,"Total water withdrawal",4253,2002,5.72,"K","",""
"Hungary",97,"Total water withdrawal",4253,2007,5.584,"E","",""
"Hungary",97,"Total water withdrawal",4253,2012,5.051,"E","",""
"Hungary",97,"Total water withdrawal",4253,2017,4.501,"I","",""
"Iceland",99,"Total water withdrawal",4253,1992,0.167,"E","",""
"Iceland",99,"Total water withdrawal",4253,2002,0.165,"E","",""
"Iceland",99,"Total water withdrawal",4253,2004,0.165,"E","",""
"Iceland",99,"Total water withdrawal",4253,2012,0.2943,"","",""
"Iceland",99,"Total water withdrawal",4253,2016,0.26,"","",""
"Ireland",104,"Total water withdrawal",4253,1994,1.176,"E","",""
"Ireland",104,"Total water withdrawal",4253,2007,0.73,"E","",""
"Ireland",104,"Total water withdrawal",4253,2009,0.757,"E","",""
"Italy",106,"Total water withdrawal",4253,2000,45.41,"K","",""
"Italy",106,"Total water withdrawal",4253,2008,53.75,"E","",""
"Italy",106,"Total water withdrawal",4253,2015,34.19,"","",""
"Latvia",119,"Total water withdrawal",4253,1995,0.418,"E","",""
"Latvia",119,"Total water withdrawal",4253,2002,0.2563,"E","",""
"Latvia",119,"Total water withdrawal",4253,2007,0.2182,"E","",""
"Latvia",119,"Total water withdrawal",4253,2012,0.2602,"E","",""
"Latvia",119,"Total water withdrawal",4253,2017,0.1811,"I","",""
"Lithuania",126,"Total water withdrawal",4253,1995,4.352,"","",""
"Lithuania",126,"Total water withdrawal",4253,2001,2.768,"E","",""
"Lithuania",126,"Total water withdrawal",4253,2007,2.269,"E","",""
"Lithuania",126,"Total water withdrawal",4253,2017,0.259,"","",""
"Luxembourg",256,"Total water withdrawal",4253,1995,0.0565,"E","",""
"Luxembourg",256,"Total water withdrawal",4253,1999,0.0605,"E","",""
"Luxembourg",256,"Total water withdrawal",4253,2012,0.0445,"E","",""
"Luxembourg",256,"Total water withdrawal",4253,2017,0.0456,"","",""
"Malta",134,"Total water withdrawal",4253,1995,0.056,"","",""
"Malta",134,"Total water withdrawal",4253,2002,0.0538,"K","",""
"Malta",134,"Total water withdrawal",4253,2007,0.0557,"K","",""
"Malta",134,"Total water withdrawal",4253,2012,0.0401,"K","",""
"Malta",134,"Total water withdrawal",4253,2017,0.0638,"","",""
"Monaco",140,"Total water withdrawal",4253,1990,0.0067,"E","",""
"Monaco",140,"Total water withdrawal",4253,1997,0.006,"E","",""
"Monaco",140,"Total water withdrawal",4253,2002,0.0058,"E","",""
"Monaco",140,"Total water withdrawal",4253,2007,0.0055,"E","",""
"Monaco",140,"Total water withdrawal",4253,2009,0.005,"E","",""
"Montenegro",273,"Total water withdrawal",4253,2010,0.1609,"K","",""
"Netherlands",150,"Total water withdrawal",4253,1991,7.983,"E","",""
"Netherlands",150,"Total water withdrawal",4253,1996,6.507,"E","",""
"Netherlands",150,"Total water withdrawal",4253,2002,8.914,"E","",""
"Netherlands",150,"Total water withdrawal",4253,2007,10.95,"E","",""
"Netherlands",150,"Total water withdrawal",4253,2012,10.72,"E","",""
"Netherlands",150,"Total water withdrawal",4253,2016,16.08,"","",""
"North Macedonia",154,"Total water withdrawal",4253,1996,1.555,"","",""
"North Macedonia",154,"Total water withdrawal",4253,2002,0.6332,"E","",""
"North Macedonia",154,"Total water withdrawal",4253,2007,0.5512,"E","",""
"North Macedonia",154,"Total water withdrawal",4253,2017,0.5235,"K","",""
"Norway",162,"Total water withdrawal",4253,1996,2.42,"E","",""
"Norway",162,"Total water withdrawal",4253,2002,2.399,"E","",""
"Norway",162,"Total water withdrawal",4253,2007,3.026,"E","",""
"Poland",173,"Total water withdrawal",4253,1992,13.39,"E","",""
"Poland",173,"Total water withdrawal",4253,1997,12.8,"E","",""
"Poland",173,"Total water withdrawal",4253,2002,11.73,"E","",""
"Poland",173,"Total water withdrawal",4253,2007,12.03,"E","",""
"Poland",173,"Total water withdrawal",4253,2012,11.48,"E","",""
"Poland",173,"Total water withdrawal",4253,2017,10.08,"","",""
"Portugal",174,"Total water withdrawal",4253,1991,8.6,"E","",""
"Portugal",174,"Total water withdrawal",4253,1998,11.14,"E","",""
"Portugal",174,"Total water withdrawal",4253,2007,9.151,"E","",""
"Republic of Moldova",146,"Total water withdrawal",4253,1992,1.963,"","",""
"Republic of Moldova",146,"Total water withdrawal",4253,2007,1.065,"I","",""
"Republic of Moldova",146,"Total water withdrawal",4253,2017,0.84,"","",""
"Romania",183,"Total water withdrawal",4253,1990,20.41,"","",""
"Romania",183,"Total water withdrawal",4253,1997,12.46,"","",""
"Romania",183,"Total water withdrawal",4253,2002,9.222,"K","",""
"Romania",183,"Total water withdrawal",4253,2007,6.884,"E","",""
"Romania",183,"Total water withdrawal",4253,2012,6.482,"E","",""
"Romania",183,"Total water withdrawal",4253,2017,6.773,"","",""
"Russian Federation",185,"Total water withdrawal",4253,1994,77.1,"","",""
"Russian Federation",185,"Total water withdrawal",4253,2001,66.2,"","",""
"Russian Federation",185,"Total water withdrawal",4253,2017,64.41,"","",""
"Serbia",272,"Total water withdrawal",4253,2007,3.958,"E","",""
"Serbia",272,"Total water withdrawal",4253,2012,4.403,"K","",""
"Serbia",272,"Total water withdrawal",4253,2017,5.377,"I","",""
"Slovakia",199,"Total water withdrawal",4253,1997,1.31,"E","",""
"Slovakia",199,"Total water withdrawal",4253,2002,1.094,"E","",""
"Slovakia",199,"Total water withdrawal",4253,2007,0.688,"E","",""
"Slovakia",199,"Total water withdrawal",4253,2012,0.6653,"E","",""
"Slovakia",199,"Total water withdrawal",4253,2017,0.5563,"","",""
"Slovenia",198,"Total water withdrawal",4253,2002,0.8992,"E","",""
"Slovenia",198,"Total water withdrawal",4253,2007,0.9349,"E","",""
"Slovenia",198,"Total water withdrawal",4253,2012,0.9281,"E","",""
"Slovenia",198,"Total water withdrawal",4253,2017,0.9314,"","",""
"Spain",203,"Total water withdrawal",4253,1991,36.9,"E","",""
"Spain",203,"Total water withdrawal",4253,1997,34.6,"E","",""
"Spain",203,"Total water withdrawal",4253,2002,35.94,"E","",""
"Spain",203,"Total water withdrawal",4253,2007,35.57,"E","",""
"Spain",203,"Total water withdrawal",4253,2012,36.64,"E","",""
"Spain",203,"Total water withdrawal",4253,2016,31.22,"","",""
"Sweden",210,"Total water withdrawal",4253,1992,2.973,"E","",""
"Sweden",210,"Total water withdrawal",4253,1997,2.711,"E","",""
"Sweden",210,"Total water withdrawal",4253,2002,2.676,"E","",""
"Sweden",210,"Total water withdrawal",4253,2007,2.63,"E","",""
"Sweden",210,"Total water withdrawal",4253,2010,2.689,"E","",""
"Sweden",210,"Total water withdrawal",4253,2015,2.375,"","",""
"Switzerland",211,"Total water withdrawal",4253,1992,2.695,"E","",""
"Switzerland",211,"Total water withdrawal",4253,1997,2.559,"E","",""
"Switzerland",211,"Total water withdrawal",4253,2002,2.518,"E","",""
"Switzerland",211,"Total water withdrawal",4253,2012,2.005,"E","",""
"Ukraine",230,"Total water withdrawal",4253,1992,26.0,"","",""
"Ukraine",230,"Total water withdrawal",4253,2000,18.28,"","",""
"Ukraine",230,"Total water withdrawal",4253,2005,15.08,"","",""
"Ukraine",230,"Total water withdrawal",4253,2010,14.85,"","",""
"Ukraine",230,"Total water withdrawal",4253,2017,9.18,"","",""
"United Kingdom",229,"Total water withdrawal",4253,1990,12.05,"E","",""
"United Kingdom",229,"Total water withdrawal",4253,1995,12.12,"E","",""
"United Kingdom",229,"Total water withdrawal",4253,2002,15.81,"K","",""
"United Kingdom",229,"Total water withdrawal",4253,2007,8.513,"E","",""
"United Kingdom",229,"Total water withdrawal",4253,2012,8.214,"E","",""
"United Kingdom",229,"Total water withdrawal",4253,2016,8.42,"","",""
"Albania",3,"Agricultural water withdrawal as % of total water withdrawal",4254,1990,83.33,"","",""
"Albania",3,"Agricultural water withdrawal as % of total water withdrawal",4254,2000,57.67,"L","",""
"Albania",3,"Agricultural water withdrawal as % of total water withdrawal",4254,2006,39.48,"L","",""
"Austria",11,"Agricultural water withdrawal as % of total water withdrawal",4254,1990,2.627,"E","",""
"Austria",11,"Agricultural water withdrawal as % of total water withdrawal",4254,1997,2.744,"E","",""
"Austria",11,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,2.726,"E","",""
"Austria",11,"Agricultural water withdrawal as % of total water withdrawal",4254,2010,2.208,"E","",""
"Belarus",57,"Agricultural water withdrawal as % of total water withdrawal",4254,1995,28.69,"","",""
"Belarus",57,"Agricultural water withdrawal as % of total water withdrawal",4254,2000,24.06,"","",""
"Belarus",57,"Agricultural water withdrawal as % of total water withdrawal",4254,2005,23.97,"","",""
"Belarus",57,"Agricultural water withdrawal as % of total water withdrawal",4254,2010,30.43,"","",""
"Belarus",57,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,30.85,"","",""
"Belgium",255,"Agricultural water withdrawal as % of total water withdrawal",4254,1997,0.2081,"E","",""
"Belgium",255,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,0.5669,"E","",""
"Belgium",255,"Agricultural water withdrawal as % of total water withdrawal",4254,2007,0.5935,"E","",""
"Belgium",255,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,0.5983,"E","",""
"Belgium",255,"Agricultural water withdrawal as % of total water withdrawal",4254,2015,1.127,"K","",""
"Bulgaria",27,"Agricultural water withdrawal as % of total water withdrawal",4254,1990,29.69,"K","",""
"Bulgaria",27,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,11.28,"E","",""
"Bulgaria",27,"Agricultural water withdrawal as % of total water withdrawal",4254,2007,14.12,"E","",""
"Bulgaria",27,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,16.61,"K","",""
"Bulgaria",27,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,14.75,"K","",""
"Croatia",98,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,1.029,"K","",""
"Croatia",98,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,1.285,"K","",""
"Croatia",98,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,10.63,"K","",""
"Cyprus",50,"Agricultural water withdrawal as % of total water withdrawal",4254,1990,73.45,"","",""
